"K1","ko"
"ko:K19721","ko04974"
"ko:K15977",""
"ko:K00588","ko01110"
"ko:K11961","ko02010"
"ko:K09985",""
"ko:K00350",""
"ko:K05539",""
"ko:K01598","ko01240"
"ko:K09801",""
"ko:K08323","ko01100"
"ko:K09912",""
"ko:K00372","ko01310"
"ko:K12525","ko01230"
"ko:K11438",""
"ko:K02039",""
"ko:K03478",""
"ko:K18893","ko02010"
"ko:K00274","ko05034"
"ko:K03637","ko04122"
"ko:K07810","ko02020"
"ko:K15658",""
"ko:K09946",""
"ko:K03079","ko01120"
"ko:K17763",""
"ko:K01715","ko01200"
"ko:K07093",""
"ko:K00786",""
"ko:K18981","ko01100"
"ko:K09980",""
"ko:K07056",""
"ko:K13777","ko01120"
"ko:K03668",""
"ko:K01224",""
"ko:K00316","ko01100"
"ko:K07806","ko02020"
"ko:K15581","ko02024"
"ko:K13598","ko02020"
"ko:K21007","ko02025"
"ko:K15512","ko01120"
"ko:K13730","ko05100"
"ko:K00023","ko01200"
"ko:K01450",""
"ko:K19222","ko01240"
"ko:K22132",""
"ko:K10552","ko02010"
"ko:K00865","ko01120"
"ko:K03234","ko04921"
"ko:K07979",""
"ko:K12995",""
"ko:K07678","ko05111"
"ko:K03327",""
"ko:K07232","ko01100"
"ko:K04094",""
"ko:K08261","ko01100"
"ko:K15642","ko01052"
"ko:K07237","ko04122"
"ko:K09502","ko04141"
"ko:K07337",""
"ko:K17495",""
"ko:K03098",""
"ko:K07317",""
"ko:K21195","ko01100"
"ko:K09004",""
"ko:K08316",""
"ko:K21948",""
"ko:K14977","ko01120"
"ko:K01574","ko01100"
"ko:K00887","ko00550"
"ko:K01483","ko01100"
"ko:K11930",""
"ko:K10554","ko02010"
"ko:K15034",""
"ko:K01253","ko05208"
"ko:K00373","ko02020"
"ko:K17317","ko02010"
"ko:K18100","ko02025"
"ko:K15168",""
"ko:K07018",""
"ko:K14447","ko01200"
"ko:K01820","ko01120"
"ko:K07213","ko04978"
"ko:K16125","ko01054"
"ko:K06249","ko05165"
"ko:K02203","ko01230"
"ko:K13779","ko01120"
"ko:K19856","ko01250"
"ko:K05578","ko01100"
"ko:K02364","ko01110"
"ko:K04761","ko02026"
"ko:K02472","ko05111"
"ko:K01960","ko01230"
"ko:K18579",""
"ko:K04034","ko01110"
"ko:K01089","ko01230"
"ko:K12239","ko01053"
"ko:K07042",""
"ko:K06923",""
"ko:K00226","ko01240"
"ko:K14260","ko01230"
"ko:K07089",""
"ko:K00798","ko04980"
"ko:K01805","ko01100"
"ko:K02077",""
"ko:K01796","ko04146"
"ko:K02033","ko02024"
"ko:K09709","ko01200"
"ko:K01694","ko01230"
"ko:K01129","ko01232"
"ko:K02493",""
"ko:K02450",""
"ko:K02226","ko01240"
"ko:K02231","ko01240"
"ko:K02015",""
"ko:K21792","ko01110"
"ko:K05516",""
"ko:K07315",""
"ko:K16898",""
"ko:K00111","ko01110"
"ko:K02066","ko02010"
"ko:K13607","ko01110"
"ko:K07082",""
"ko:K09597",""
"ko:K11903","ko03070"
"ko:K08218","ko01501"
"ko:K05970",""
"ko:K03738","ko01200"
"ko:K04101","ko01120"
"ko:K01596","ko04964"
"ko:K00849","ko01250"
"ko:K15783","ko01120"
"ko:K10747","ko03430"
"ko:K11604","ko02010"
"ko:K07751","ko01100"
"ko:K02517","ko01100"
"ko:K13614",""
"ko:K09826",""
"ko:K07115",""
"ko:K04600",""
"ko:K07192","ko04910"
"ko:K02419","ko02040"
"ko:K09780",""
"ko:K11180","ko01120"
"ko:K00042","ko01100"
"ko:K13766","ko01100"
"ko:K05296","ko01120"
"ko:K00153",""
"ko:K14731","ko01220"
"ko:K12510","ko02020"
"ko:K02036","ko02010"
"ko:K02793","ko02060"
"ko:K05356","ko01110"
"ko:K12980",""
"ko:K18587",""
"ko:K03764",""
"ko:K09800",""
"ko:K01433","ko01100"
"ko:K09125",""
"ko:K02554","ko01220"
"ko:K09906",""
"ko:K15576","ko02010"
"ko:K09704",""
"ko:K07714","ko02020"
"ko:K08151",""
"ko:K12544",""
"ko:K18983","ko01100"
"ko:K07091","ko02010"
"ko:K00455","ko01220"
"ko:K00537",""
"ko:K03413","ko02030"
"ko:K18588",""
"ko:K01918","ko01240"
"ko:K21696",""
"ko:K20023","ko01100"
"ko:K01174",""
"ko:K21471",""
"ko:K02048","ko02010"
"ko:K10441","ko02010"
"ko:K07283",""
"ko:K05501",""
"ko:K01577","ko01100"
"ko:K15643","ko01052"
"ko:K15654","ko02024"
"ko:K09019","ko01100"
"ko:K05577","ko01100"
"ko:K18595",""
"ko:K16455",""
"ko:K21594",""
"ko:K07002",""
"ko:K11159",""
"ko:K02479",""
"ko:K12371","ko02010"
"ko:K02167",""
"ko:K03809","ko01240"
"ko:K08318","ko01200"
"ko:K15782",""
"ko:K02455","ko05111"
"ko:K10117","ko02010"
"ko:K18336","ko01120"
"ko:K03437",""
"ko:K05788",""
"ko:K06861","ko02010"
"ko:K13922","ko01100"
"ko:K02666",""
"ko:K16914",""
"ko:K13050","ko04979"
"ko:K05795",""
"ko:K02021",""
"ko:K19233",""
"ko:K07098",""
"ko:K08372","ko02020"
"ko:K05838",""
"ko:K00683",""
"ko:K01317",""
"ko:K11811",""
"ko:K08097","ko01240"
"ko:K05523","ko01120"
"ko:K05785",""
"ko:K02188","ko01240"
"ko:K07140",""
"ko:K03648","ko05340"
"ko:K09769","ko01100"
"ko:K17733",""
"ko:K05036","ko05034"
"ko:K07271","ko00552"
"ko:K03281",""
"ko:K08082","ko02020"
"ko:K11907","ko03070"
"ko:K01534",""
"ko:K06989","ko01240"
"ko:K07000",""
"ko:K08606","ko04974"
"ko:K02499",""
"ko:K03582","ko03440"
"ko:K01771","ko01100"
"ko:K10592","ko04137"
"ko:K16171","ko01120"
"ko:K08651",""
"ko:K05658","ko05226"
"ko:K07245",""
"ko:K07662","ko02020"
"ko:K01347",""
"ko:K00507","ko04936"
"ko:K01724","ko01100"
"ko:K00349",""
"ko:K01452","ko01100"
"ko:K02477",""
"ko:K01817","ko01230"
"ko:K00763","ko01240"
"ko:K10025","ko02010"
"ko:K13483","ko01232"
"ko:K01691","ko04310"
"ko:K03733",""
"ko:K08311","ko03018"
"ko:K10297",""
"ko:K11181","ko01120"
"ko:K01053","ko01240"
"ko:K06190",""
"ko:K08968","ko01100"
"ko:K01455","ko01200"
"ko:K11752","ko02024"
"ko:K13010","ko01250"
"ko:K11719",""
"ko:K07011",""
"ko:K03385","ko01310"
"ko:K15513","ko00362"
"ko:K03380","ko01120"
"ko:K07502",""
"ko:K11901","ko02025"
"ko:K01138",""
"ko:K05986",""
"ko:K15320","ko01110"
"ko:K00529","ko01220"
"ko:K05836",""
"ko:K17737",""
"ko:K01051","ko02020"
"ko:K02902","ko03010"
"ko:K05816","ko02010"
"ko:K21029","ko04122"
"ko:K01631","ko01100"
"ko:K00007","ko01100"
"ko:K02136","ko05415"
"ko:K06196",""
"ko:K05595",""
"ko:K03829",""
"ko:K02961","ko03010"
"ko:K00465",""
"ko:K01266",""
"ko:K20866","ko01120"
"ko:K14261",""
"ko:K00684",""
"ko:K19204","ko01052"
"ko:K03426","ko04146"
"ko:K13993","ko04141"
"ko:K19265",""
"ko:K01525","ko01100"
"ko:K03752","ko01100"
"ko:K07250","ko01120"
"ko:K01537",""
"ko:K02464","ko03070"
"ko:K06598","ko02025"
"ko:K14572","ko03008"
"ko:K00355","ko05418"
"ko:K11731","ko01120"
"ko:K12432",""
"ko:K07566",""
"ko:K21310","ko01100"
"ko:K03296",""
"ko:K12136",""
"ko:K15785","ko01120"
"ko:K08805",""
"ko:K00472","ko01100"
"ko:K00791","ko01110"
"ko:K12308","ko00052"
"ko:K03670",""
"ko:K08266","ko04714"
"ko:K13796",""
"ko:K19102","ko01110"
"ko:K03394","ko01240"
"ko:K03367","ko05150"
"ko:K01239","ko01232"
"ko:K14571","ko03008"
"ko:K08352","ko01120"
"ko:K02956","ko03010"
"ko:K10679","ko01120"
"ko:K06199",""
"ko:K02619","ko01240"
"ko:K03502",""
"ko:K02612","ko01120"
"ko:K18337","ko01120"
"ko:K22136",""
"ko:K13503","ko01230"
"ko:K01117","ko01100"
"ko:K14660",""
"ko:K18687","ko01120"
"ko:K17458",""
"ko:K01311",""
"ko:K09781",""
"ko:K12132",""
"ko:K06602",""
"ko:K11494",""
"ko:K01136","ko04142"
"ko:K07716","ko04112"
"ko:K09761",""
"ko:K22278",""
"ko:K15660",""
"ko:K17300",""
"ko:K02339","ko03440"
"ko:K18707",""
"ko:K11065",""
"ko:K15268",""
"ko:K00980","ko00564"
"ko:K06182",""
"ko:K00772","ko01100"
"ko:K13051","ko01110"
"ko:K22468","ko03018"
"ko:K04768",""
"ko:K01434","ko01110"
"ko:K00137","ko01120"
"ko:K03790",""
"ko:K05783","ko01220"
"ko:K09913","ko01232"
"ko:K17227","ko01120"
"ko:K09775",""
"ko:K10807","ko01232"
"ko:K14445",""
"ko:K06183",""
"ko:K01482",""
"ko:K06236","ko05415"
"ko:K08269","ko05022"
"ko:K01049","ko04725"
"ko:K03840",""
"ko:K06167","ko01100"
"ko:K01299",""
"ko:K07114",""
"ko:K18691",""
"ko:K14761",""
"ko:K05895","ko01240"
"ko:K07336",""
"ko:K22148",""
"ko:K06921",""
"ko:K04063",""
"ko:K00545","ko04728"
"ko:K00542","ko01100"
"ko:K09961",""
"ko:K17531","ko04820"
"ko:K02441",""
"ko:K07149",""
"ko:K10942","ko05111"
"ko:K01458","ko01100"
"ko:K00856","ko01232"
"ko:K00103","ko01240"
"ko:K07101",""
"ko:K13641",""
"ko:K17758",""
"ko:K01800","ko01120"
"ko:K06545",""
"ko:K05561",""
"ko:K21411",""
"ko:K09916",""
"ko:K12661","ko01120"
"ko:K05389",""
"ko:K05312",""
"ko:K07483",""
"ko:K16494",""
"ko:K17680","ko05017"
"ko:K04759",""
"ko:K00241","ko01200"
"ko:K01812","ko01100"
"ko:K02851","ko01100"
"ko:K02805","ko01250"
"ko:K01104",""
"ko:K05844",""
"ko:K14726",""
"ko:K00700","ko01110"
"ko:K11016","ko03070"
"ko:K22152",""
"ko:K01147",""
"ko:K04085","ko04122"
"ko:K15735",""
"ko:K01201","ko04142"
"ko:K06948",""
"ko:K00504",""
"ko:K16507","ko04392"
"ko:K01505","ko01100"
"ko:K00260","ko01120"
"ko:K01223","ko00500"
"ko:K16165","ko01120"
"ko:K09810","ko02010"
"ko:K16089",""
"ko:K02225","ko01240"
"ko:K15125","ko05133"
"ko:K21416",""
"ko:K18028","ko01120"
"ko:K12442",""
"ko:K11924",""
"ko:K07281","ko01100"
"ko:K14470","ko01200"
"ko:K05810","ko01232"
"ko:K09967",""
"ko:K04515","ko05417"
"ko:K16396","ko01052"
"ko:K02717","ko01100"
"ko:K03415","ko02030"
"ko:K07394",""
"ko:K22453",""
"ko:K15675",""
"ko:K07223",""
"ko:K06975",""
"ko:K17223","ko01120"
"ko:K03580",""
"ko:K09950",""
"ko:K15667","ko01054"
"ko:K21472",""
"ko:K08976",""
"ko:K07486",""
"ko:K20862","ko01240"
"ko:K21159","ko01059"
"ko:K13778","ko01120"
"ko:K00491","ko01110"
"ko:K00991","ko01110"
"ko:K08993",""
"ko:K09786",""
"ko:K04791","ko01053"
"ko:K02916","ko03010"
"ko:K01451",""
"ko:K02652",""
"ko:K03388","ko01200"
"ko:K16088",""
"ko:K05567",""
"ko:K15671","ko01052"
"ko:K15270",""
"ko:K07045",""
"ko:K02461","ko05111"
"ko:K11902","ko02025"
"ko:K08642","ko02024"
"ko:K21624","ko00330"
"ko:K03741",""
"ko:K20715",""
"ko:K00854","ko01100"
"ko:K07302",""
"ko:K03455",""
"ko:K06077",""
"ko:K16911",""
"ko:K03411","ko02030"
"ko:K14371","ko01110"
"ko:K06726","ko02010"
"ko:K13937","ko01200"
"ko:K13416","ko04626"
"ko:K07078",""
"ko:K07088",""
"ko:K08679","ko01250"
"ko:K07157",""
"ko:K04097","ko05204"
"ko:K19270","ko01100"
"ko:K06653","ko04111"
"ko:K02227","ko01240"
"ko:K04073","ko01220"
"ko:K06718","ko01120"
"ko:K04061",""
"ko:K06694",""
"ko:K07755","ko05208"
"ko:K12430",""
"ko:K05996",""
"ko:K01575","ko01210"
"ko:K02494",""
"ko:K07647","ko02020"
"ko:K01164","ko03008"
"ko:K07689","ko05111"
"ko:K16012","ko02010"
"ko:K05190","ko05033"
"ko:K01119","ko01100"
"ko:K00449","ko01220"
"ko:K00106","ko04146"
"ko:K01241","ko01232"
"ko:K08956","ko05017"
"ko:K15395",""
"ko:K11744",""
"ko:K03477",""
"ko:K02476",""
"ko:K03676",""
"ko:K01283","ko05415"
"ko:K07427",""
"ko:K17716","ko01250"
"ko:K19268","ko01200"
"ko:K08306",""
"ko:K21703",""
"ko:K17069","ko01230"
"ko:K02473","ko01250"
"ko:K22131",""
"ko:K20069",""
"ko:K06175",""
"ko:K01219",""
"ko:K05772","ko02010"
"ko:K20103",""
"ko:K08094","ko01230"
"ko:K09584","ko04141"
"ko:K02414","ko02040"
"ko:K22067",""
"ko:K18303",""
"ko:K01838","ko00500"
"ko:K13171","ko03015"
"ko:K08973","ko01240"
"ko:K09920",""
"ko:K01048","ko00564"
"ko:K19047",""
"ko:K09901",""
"ko:K06013","ko01110"
"ko:K00148","ko01200"
"ko:K00127","ko01200"
"ko:K01083","ko01100"
"ko:K19246","ko01100"
"ko:K01834","ko05230"
"ko:K09689","ko02010"
"ko:K18166",""
"ko:K01235",""
"ko:K00008","ko01100"
"ko:K21006","ko02025"
"ko:K01247","ko03410"
"ko:K03760","ko01503"
"ko:K03645",""
"ko:K13019","ko01250"
"ko:K09001","ko01250"
"ko:K03479","ko01100"
"ko:K06985","ko04112"
"ko:K02970","ko03010"
"ko:K06221",""
"ko:K01829",""
"ko:K09793",""
"ko:K20333","ko02024"
"ko:K15984",""
"ko:K08485","ko02060"
"ko:K07661","ko02020"
"ko:K00038","ko01100"
"ko:K03274","ko01250"
"ko:K06988",""
"ko:K00225","ko01240"
"ko:K02297","ko01100"
"ko:K00975","ko02026"
"ko:K07127","ko01120"
"ko:K08312","ko01100"
"ko:K01766",""
"ko:K08083","ko02020"
"ko:K15394",""
"ko:K09625",""
"ko:K07275",""
"ko:K13693",""
"ko:K02658","ko02025"
"ko:K07262",""
"ko:K07640","ko02020"
"ko:K01240","ko01232"
"ko:K08049","ko05414"
"ko:K07823","ko01120"
"ko:K11179","ko04122"
"ko:K08995",""
"ko:K02217",""
"ko:K20483","ko02024"
"ko:K07501",""
"ko:K05562",""
"ko:K07153",""
"ko:K17624",""
"ko:K21218","ko02040"
"ko:K18966","ko01110"
"ko:K00022","ko01212"
"ko:K02084","ko05417"
"ko:K05541",""
"ko:K08691","ko01200"
"ko:K03799",""
"ko:K11293",""
"ko:K15461",""
"ko:K16872",""
"ko:K09461","ko01120"
"ko:K07117",""
"ko:K03976",""
"ko:K00332","ko01100"
"ko:K15460",""
"ko:K10561","ko02010"
"ko:K14520","ko01120"
"ko:K07230",""
"ko:K22230","ko01120"
"ko:K06998","ko02024"
"ko:K06820","ko04360"
"ko:K03612",""
"ko:K11709","ko02010"
"ko:K01463",""
"ko:K07675","ko02020"
"ko:K01389","ko05010"
"ko:K00836","ko01230"
"ko:K09123","ko00330"
"ko:K15314","ko01110"
"ko:K11783","ko01240"
"ko:K18889","ko02010"
"ko:K06872",""
"ko:K02919","ko03010"
"ko:K05784","ko01220"
"ko:K11710","ko02010"
"ko:K10614","ko04120"
"ko:K08076",""
"ko:K15670","ko01052"
"ko:K01744","ko01100"
"ko:K00589","ko01240"
"ko:K04749",""
"ko:K04506","ko04310"
"ko:K02116",""
"ko:K03666","ko05111"
"ko:K03794","ko01240"
"ko:K16726",""
"ko:K13276",""
"ko:K11265","ko04935"
"ko:K19103","ko01110"
"ko:K03309",""
"ko:K16132","ko01054"
"ko:K13020","ko01250"
"ko:K08988",""
"ko:K19511",""
"ko:K03040","ko03020"
"ko:K17213","ko02010"
"ko:K18382","ko01100"
"ko:K15645",""
"ko:K13797","ko03020"
"ko:K06596","ko02025"
"ko:K22432",""
"ko:K19064","ko01110"
"ko:K19700","ko01120"
"ko:K14067","ko01200"
"ko:K09972","ko02010"
"ko:K11532","ko01200"
"ko:K22345","ko01100"
"ko:K12585","ko03018"
"ko:K12257","ko03070"
"ko:K16300",""
"ko:K16011","ko02025"
"ko:K02637","ko01100"
"ko:K12255","ko01100"
"ko:K19719","ko05165"
"ko:K13540","ko01240"
"ko:K15784","ko01120"
"ko:K15996","ko01110"
"ko:K05777",""
"ko:K00050",""
"ko:K00832","ko01230"
"ko:K11081","ko02010"
"ko:K00220","ko01230"
"ko:K00840","ko01100"
"ko:K02303","ko01240"
"ko:K18431","ko01250"
"ko:K15503",""
"ko:K11957","ko02010"
"ko:K00839","ko01100"
"ko:K22350",""
"ko:K12536","ko02010"
"ko:K16191",""
"ko:K12265",""
"ko:K08466",""
"ko:K10538","ko02010"
"ko:K22303",""
"ko:K13990","ko01100"
"ko:K11928",""
"ko:K14162",""
"ko:K13713","ko01110"
"ko:K01950","ko01240"
"ko:K22015","ko01200"
"ko:K02298","ko01100"
"ko:K04098","ko01120"
"ko:K15396",""
"ko:K15054","ko01120"
"ko:K11956","ko02010"
"ko:K12943",""
"ko:K12542",""
"ko:K00652","ko01240"
"ko:K12508",""
"ko:K19714",""
"ko:K04772",""
"ko:K22478","ko01230"
"ko:K13788","ko01200"
"ko:K10831","ko02010"
"ko:K00045","ko01100"
"ko:K10014","ko02010"
"ko:K03943","ko05415"
"ko:K20170","ko01120"
"ko:K12443",""
"ko:K18800","ko01240"
"ko:K16785","ko02010"
"ko:K07451",""
"ko:K05119","ko05235"
"ko:K00876","ko01232"
"ko:K04257","ko04740"
"ko:K15711",""
"ko:K15706",""
"ko:K07660","ko02020"
"ko:K16496",""
"ko:K10001","ko02020"
"ko:K20712","ko01120"
"ko:K08314",""
"ko:K12535",""
"ko:K03815",""
"ko:K10907",""
"ko:K02552","ko01240"
"ko:K01274",""
"ko:K20049",""
"ko:K01032","ko01120"
"ko:K13893","ko02010"
"ko:K16601",""
"ko:K02424","ko02040"
"ko:K22086","ko01120"
"ko:K03342","ko01240"
"ko:K09640",""
"ko:K09065","ko01230"
"ko:K01732",""
"ko:K08051",""
"ko:K10021","ko02010"
"ko:K13543","ko01240"
"ko:K09457","ko01100"
"ko:K11606","ko02010"
"ko:K07699","ko02024"
"ko:K14159","ko03440"
"ko:K07316",""
"ko:K00932","ko01100"
"ko:K00934","ko00330"
"ko:K22445","ko01110"
"ko:K15372","ko01100"
"ko:K16850","ko01100"
"ko:K16877","ko01120"
"ko:K17202","ko02010"
"ko:K05790",""
"ko:K05825","ko01210"
"ko:K01214","ko01110"
"ko:K11528","ko01100"
"ko:K01466","ko01120"
"ko:K17215","ko02010"
"ko:K11446",""
"ko:K18225","ko01100"
"ko:K08234",""
"ko:K02500","ko01230"
"ko:K11003","ko05133"
"ko:K15553","ko02010"
"ko:K02682",""
"ko:K13498","ko01230"
"ko:K13238","ko00071"
"ko:K16878","ko01120"
"ko:K13015","ko01100"
"ko:K13574","ko01110"
"ko:K15898","ko01250"
"ko:K04340","ko01110"
"ko:K16692","ko02020"
"ko:K10210","ko01110"
"ko:K12660","ko01120"
"ko:K17206","ko02010"
"ko:K09655","ko01100"
"ko:K13421","ko01240"
"ko:K13497","ko01230"
"ko:K08279",""
"ko:K18574",""
"ko:K08115",""
"ko:K16328","ko01100"
"ko:K00634","ko01100"
"ko:K18491","ko04550"
"ko:K22343",""
"ko:K17950","ko01100"
"ko:K03472","ko01240"
"ko:K15771","ko02010"
"ko:K16417","ko01052"
"ko:K20801","ko01100"
"ko:K15918","ko01200"
"ko:K22306",""
"ko:K22292","ko01250"
"ko:K14519","ko01220"
"ko:K12503","ko01110"
"ko:K14727","ko01220"
"ko:K20628",""
"ko:K16429","ko01055"
"ko:K09470","ko01100"
"ko:K15311",""
"ko:K03332","ko00051"
"ko:K07623",""
"ko:K00892","ko01232"
"ko:K16210",""
"ko:K09698","ko01240"
"ko:K12253","ko01100"
"ko:K14451","ko01200"
"ko:K10769",""
"ko:K00245","ko02020"
"ko:K13067","ko01110"
"ko:K00129","ko01120"
"ko:K08678","ko01250"
"ko:K18649","ko04070"
"ko:K01233","ko01100"
"ko:K19285","ko01100"
"ko:K13541","ko01240"
"ko:K05637","ko05416"
"ko:K05099","ko05230"
"ko:K21620","ko01100"
"ko:K09503","ko04141"
"ko:K05499",""
"ko:K16345",""
"ko:K14011","ko04141"
"ko:K17052","ko00450"
"ko:K20238",""
"ko:K21325","ko01110"
"ko:K02969","ko05171"
"ko:K03614",""
"ko:K19245",""
"ko:K19465",""
"ko:K10855",""
"ko:K20882",""
"ko:K19713",""
"ko:K06205",""
"ko:K18195",""
"ko:K08630",""
"ko:K21977","ko01240"
"ko:K15679",""
"ko:K04601",""
"ko:K22087","ko01120"
"ko:K11892","ko03070"
"ko:K15674",""
"ko:K22216",""
"ko:K01848","ko01200"
"ko:K11264","ko01100"
"ko:K05602","ko01230"
"ko:K15655","ko02024"
"ko:K18598",""
"ko:K08692","ko01200"
"ko:K07684","ko02020"
"ko:K13584","ko04112"
"ko:K01197","ko04142"
"ko:K22044",""
"ko:K19569","ko01110"
"ko:K15515","ko00430"
"ko:K12152","ko00740"
"ko:K05657","ko02010"
"ko:K14210","ko04974"
"ko:K07664","ko02020"
"ko:K14166",""
"ko:K04720","ko01100"
"ko:K17743","ko01100"
"ko:K20547","ko04016"
"ko:K08337","ko04613"
"ko:K15923","ko00511"
"ko:K22024",""
"ko:K20422","ko01110"
"ko:K17214","ko02010"
"ko:K19292",""
"ko:K14274","ko01100"
"ko:K14338","ko01120"
"ko:K14267","ko01230"
"ko:K19207","ko01052"
"ko:K02654",""
"ko:K08068","ko01250"
"ko:K15868","ko00121"
"ko:K17530",""
"ko:K09996","ko02010"
"ko:K05341","ko01100"
"ko:K00043","ko01200"
"ko:K17061","ko02020"
"ko:K11707","ko02010"
"ko:K17459",""
"ko:K02029",""
"ko:K01346","ko04974"
"ko:K13941","ko01240"
"ko:K05559",""
"ko:K10119","ko02010"
"ko:K00151","ko01220"
"ko:K13935",""
"ko:K06238","ko05165"
"ko:K17539",""
"ko:K01809","ko01250"
"ko:K12961",""
"ko:K01801","ko01120"
"ko:K13912","ko04970"
"ko:K07214",""
"ko:K13302","ko04960"
"ko:K21909",""
"ko:K05350","ko01110"
"ko:K22215","ko01100"
"ko:K11004","ko05133"
"ko:K03941","ko05415"
"ko:K12506","ko01110"
"ko:K01708","ko01100"
"ko:K17387","ko05206"
"ko:K16397","ko01052"
"ko:K17205","ko02010"
"ko:K22144",""
"ko:K11077","ko02010"
"ko:K12448","ko01250"
"ko:K19969","ko01110"
"ko:K13402","ko01240"
"ko:K00244","ko02020"
"ko:K15673","ko01052"
"ko:K05358","ko01110"
"ko:K11745",""
"ko:K18696","ko00564"
"ko:K15023","ko01200"
"ko:K01904","ko01110"
"ko:K19610","ko02020"
"ko:K00157","ko04630"
"ko:K20454","ko01120"
"ko:K13542","ko01240"
"ko:K18365","ko01220"
"ko:K15001",""
"ko:K03397",""
"ko:K21711",""
"ko:K00100","ko01120"
"ko:K17623",""
"ko:K11685",""
"ko:K12743","ko01110"
"ko:K19353","ko00540"
"ko:K16420","ko01052"
"ko:K11189",""
"ko:K10817","ko01110"
"ko:K18163","ko04714"
"ko:K10854",""
"ko:K09942",""
"ko:K02299","ko01100"
"ko:K12251","ko01110"
"ko:K07514","ko04146"
"ko:K13888",""
"ko:K20263","ko02024"
"ko:K18565","ko01110"
"ko:K15758","ko01220"
"ko:K19973","ko02010"
"ko:K10615","ko04120"
"ko:K18332",""
"ko:K03810",""
"ko:K12433",""
"ko:K06580",""
"ko:K17751","ko05416"
"ko:K22073",""
"ko:K13480","ko01232"
"ko:K10823","ko02024"
"ko:K01031","ko01120"
"ko:K00090","ko01120"
"ko:K16299",""
"ko:K12288",""
"ko:K09565","ko05415"
"ko:K19226","ko02010"
"ko:K10022","ko02010"
"ko:K16786","ko02010"
"ko:K14156","ko05231"
"ko:K07666","ko02024"
"ko:K16498",""
"ko:K12440",""
"ko:K16610",""
"ko:K13950","ko01240"
"ko:K13252",""
"ko:K11708","ko02010"
"ko:K12548",""
"ko:K18293","ko01220"
"ko:K08070",""
"ko:K13892","ko02010"
"ko:K21585",""
"ko:K21279","ko01250"
"ko:K12375",""
"ko:K20788","ko01052"
"ko:K13896","ko02010"
"ko:K00146","ko01120"
"ko:K13272","ko01110"
"ko:K07249","ko01100"
"ko:K05118",""
"ko:K15337",""
"ko:K09505",""
"ko:K16346",""
"ko:K15627","ko05202"
"ko:K08632",""
"ko:K16120",""
"ko:K20184","ko05132"
"ko:K19762","ko04212"
"ko:K20478",""
"ko:K18197",""
"ko:K01841","ko01120"
"ko:K14960",""
"ko:K22349",""
"ko:K04602",""
"ko:K09632","ko04974"
"ko:K17819","ko01110"
"ko:K15327",""
"ko:K19720","ko05415"
"ko:K16147","ko01100"
"ko:K13303","ko04151"
"ko:K21342",""
"ko:K13403","ko01240"
"ko:K17363","ko00340"
"ko:K11747",""
"ko:K17953",""
"ko:K07057",""
"ko:K07534","ko01220"
"ko:K16119",""
"ko:K13354","ko04146"
"ko:K20978","ko02025"
"ko:K11161","ko01240"
"ko:K08693","ko01232"
"ko:K01034","ko02020"
"ko:K01215",""
"ko:K16787","ko02010"
"ko:K05579","ko01100"
"ko:K12441",""
"ko:K16770",""
"ko:K18883",""
"ko:K12355","ko01110"
"ko:K03778","ko01120"
"ko:K03103","ko01100"
"ko:K19633","ko01100"
"ko:K14704","ko05208"
"ko:K20751",""
"ko:K19696","ko01100"
"ko:K16394","ko01052"
"ko:K17954",""
"ko:K15672","ko01052"
"ko:K11904","ko03070"
"ko:K20951","ko05111"
"ko:K15583","ko02024"
"ko:K01226","ko01100"
"ko:K19013","ko04148"
"ko:K21311","ko01110"
"ko:K13811","ko01120"
"ko:K17959",""
"ko:K20952","ko05111"
